,id_districtname,id_regionname,villmtaaname,hh_size,mealsperday,Student_age,Dropout,SchoolhasGirlsroom,PTR,PCR,GPLR,BPLR,PTMR,Student_readbookwithparent,Parentteacherdiscussion,ParentCheckChildbook,EA_area,Studentsex,Income__source
17103,64,9,3343,7,2,8,1,2,33.2999992370605,47.5714302062988,65.6666641235352,45.3333320617676,13.3199996948242,1,1,1,2,2,2
58697,13,21,2704,6,3,10,1,2,53.5,61.1428565979004,37.2000007629395,48.4000015258789,0.0,2,2,2,2,1,2
47858,109,11,101,4,2,11,1,2,33.3333320617676,100.0,64.6666641235352,68.6666641235352,133.33332824707,1,1,1,2,1,2
50245,2,10,3281,5,3,9,1,2,40.230770111084,63.4000015258789,42.8571434020996,31.8571434020996,6.537499904632571,1,2,1,2,2,2
59343,123,3,3244,8,2,12,1,2,54.0416679382324,108.083335876465,207.0,338.0,43.233333587646506,1,2,1,2,2,2
29724,27,22,339,6,2,10,1,1,48.5,60.625,21.25,14.375,0.0,2,2,2,2,2,2
3238,96,0,1873,3,3,11,1,2,44.75,71.5999984741211,36.2999992370605,58.8333320617676,0.0,1,1,1,2,2,1
58740,21,3,3103,9,2,16,1,2,39.263156890869105,149.199996948242,70.5999984741211,98.25,0.0,2,1,1,2,1,1
16962,64,9,2110,2,3,9,1,2,34.545455932617195,42.222221374511705,50.0,49.25,0.0,2,2,2,2,2,1
111,56,2,894,10,0,12,1,2,47.5714302062988,55.5,92.0,74.5,0.0,1,1,1,2,1,2
33197,38,23,2728,10,3,12,1,2,22.2000007629395,111.0,39.3333320617676,34.6666679382324,44.4000015258789,1,2,1,2,1,2
15448,130,17,3011,7,2,9,1,2,25.0,21.4285717010498,16.75,20.75,0.0,2,2,1,2,1,2
30833,26,23,2702,12,3,10,1,2,72.5,72.5,106.5,111.0,0.0,2,2,2,2,2,2
27306,95,12,3043,6,2,14,1,2,60.375,69.0,41.8333320617676,38.6666679382324,161.0,2,2,2,2,1,2
47873,109,11,3526,7,3,9,1,2,40.5,50.625,32.1666679382324,70.6666641235352,0.0,1,2,1,2,2,2
24069,48,4,3603,7,2,12,1,2,42.153846740722706,54.7999992370605,44.1666679382324,47.1666679382324,0.0,2,2,1,2,1,2
4562,1,0,1602,2,2,16,1,2,17.2000007629395,28.6666660308838,47.45454406738279,8.10000038146973,34.4000015258789,1,1,1,2,1,2
14554,53,17,1461,3,3,10,1,2,55.7142868041992,48.75,20.3999996185303,18.6000003814697,0.0,2,2,1,2,2,2
48499,110,11,3374,10,3,11,1,2,39.653846740722706,147.285720825195,65.625,63.25,0.0,2,2,1,3,2,2
3186,96,0,1549,7,3,14,1,2,21.8571434020996,43.7142868041992,195.0,111.0,0.0,2,1,1,2,2,2
42840,89,5,1635,3,3,10,1,2,21.25,28.3333339691162,9.125,12.125,56.6666679382324,2,2,2,2,1,2
38651,54,20,2677,9,3,9,1,2,42.375,75.3333358764648,180.5,158.5,339.0,1,1,1,2,1,2
38319,135,20,516,7,2,15,1,2,52.9285697937012,74.0999984741211,93.75,91.5,37.0499992370605,1,2,1,3,2,2
21550,83,19,2251,2,2,13,1,2,40.5999984741211,29.0,36.6666679382324,23.25,0.0,1,1,1,2,2,2
26518,85,12,3451,4,3,10,1,2,59.8235282897949,127.125,84.5,85.0,1017.0,2,2,1,2,1,2
45784,133,15,840,10,2,14,1,2,39.42856979370121,78.8571395874023,23.6666660308838,22.3333339691162,4.11940288543701,2,2,1,2,2,2
20255,78,14,2298,5,3,12,1,2,36.4444427490234,41.0,35.4000015258789,30.2000007629395,65.59999847412111,1,1,1,2,2,2
40720,10,5,2647,5,3,11,1,2,44.2727279663086,60.875,48.3333320617676,28.1428565979004,243.5,2,1,1,2,2,2
1848,19,2,362,5,3,8,1,2,27.9761905670166,97.9166641235352,119.599998474121,115.400001525879,195.83332824707,2,1,1,2,1,2
1962,19,2,3755,10,3,10,1,2,54.0833320617676,72.1111145019531,91.0,71.25,54.0833320617676,2,2,1,2,2,4
40110,73,20,3225,9,2,11,1,2,37.5,165.0,207.25,205.25,82.5,2,1,1,2,1,2
8416,107,24,917,5,3,8,1,2,50.4000015258789,84.0,61.5,64.5,84.0,1,1,1,2,2,2
41438,108,5,1884,8,2,7,1,2,39.1428565979004,54.7999992370605,35.5,33.0,0.0,2,1,1,2,2,2
47479,134,11,74,8,3,12,1,2,19.1842098236084,42.882354736328104,23.1875,22.375,24.2999992370605,2,1,0,3,1,2
38815,54,20,1328,6,3,10,1,2,52.125,59.5714302062988,114.5,94.0,0.0,2,2,2,2,2,2
44121,70,15,684,9,2,8,1,2,35.3636360168457,55.5714302062988,41.0,36.7999992370605,0.0,2,2,2,2,1,2
38826,54,20,1328,9,3,8,1,2,52.125,59.5714302062988,114.5,94.0,0.0,2,2,2,2,1,2
16924,51,9,2174,7,2,11,1,2,35.3684196472168,61.0909080505371,61.1666679382324,50.8333320617676,224.0,2,2,2,0,2,2
58137,13,21,3138,10,3,12,1,2,50.30769348144529,109.0,81.5,82.0,130.800003051758,2,2,1,2,1,2
34376,121,18,857,7,2,12,1,2,51.2857131958008,97.90908813476558,104.0,111.400001525879,107.699996948242,2,2,2,3,2,2
32245,137,23,538,5,2,6,1,2,42.125,48.1428565979004,49.6666679382324,62.6666679382324,0.0,2,2,2,2,2,1
23693,106,4,1641,7,3,13,1,1,26.6363639831543,48.8333320617676,21.4285717010498,20.4285717010498,0.0,1,1,1,2,1,2
9030,126,24,1548,6,2,12,1,2,21.5,21.5,66.0,31.5,5.86363649368286,2,2,1,2,2,1
11314,25,24,1493,6,3,9,1,2,33.0833320617676,56.7142868041992,53.25,46.0,0.0,2,2,2,3,2,2
27400,95,12,2442,9,2,11,1,2,34.40625,91.75,40.57143020629879,133.25,0.0,1,1,2,3,1,2
57077,87,21,1328,7,2,6,1,2,45.9473686218262,124.714286804199,145.66667175293,145.33332824707,12.295774459838901,2,2,1,2,2,2
19104,77,14,2771,4,2,14,1,2,35.6666679382324,49.384616851806605,87.75,72.75,0.0,2,2,1,3,2,1
25283,82,12,2686,9,3,13,0,2,77.3333358764648,77.3333358764648,45.5999984741211,47.2000007629395,154.66667175293,2,1,2,2,2,2
50936,86,10,3581,7,3,8,1,2,27.181818008422898,42.714286804199205,19.625,17.75,0.0,1,1,1,2,2,2
36399,75,7,3503,5,2,10,1,2,35.9545440673828,98.875,39.7999992370605,39.2999992370605,0.0,1,1,1,3,2,1
50426,2,10,387,6,3,9,1,2,47.0,60.4285697937012,22.2000007629395,20.1000003814697,3.58474564552307,2,2,2,2,2,2
56367,6,21,44,6,3,13,1,2,19.943395614624,70.466667175293,69.0,126.25,21.1399993896484,2,1,1,3,1,2
35279,45,7,2608,11,2,8,1,2,58.4444427490234,75.1428604125977,33.25,32.5,105.199996948242,2,1,1,2,1,2
25829,131,12,1528,5,2,9,1,2,29.25,58.5,20.0833339691162,18.9166660308838,0.0,2,2,2,2,1,2
31526,157,23,2541,13,3,15,1,2,19.7999992370605,39.5999984741211,53.0,46.0,39.5999984741211,2,2,1,2,2,2
31543,155,23,965,7,2,11,1,2,31.181818008422898,57.1666679382324,30.6666660308838,26.5,171.5,2,2,1,2,1,2
4595,1,0,3268,2,0,14,1,1,45.4285697937012,63.4000015258789,47.45454406738279,49.25,106.0,1,1,1,2,1,2
45111,60,15,2668,8,3,12,1,2,60.6666679382324,78.0,67.0,69.5,136.5,1,2,2,2,1,2
44168,70,15,3386,10,2,12,1,1,56.3333320617676,48.2857131958008,27.6666660308838,28.6666660308838,33.7999992370605,2,1,1,2,2,2
46570,90,15,515,7,3,9,1,1,34.7000007629395,38.5555572509766,81.0,92.5,34.7000007629395,2,1,1,2,1,2
28407,140,22,756,6,2,15,1,1,38.285713195800795,67.0,56.7999992370605,50.4000015258789,14.8888893127441,1,2,1,2,1,2
7555,68,24,1496,5,2,10,1,1,31.4285717010498,48.888889312744105,52.75,57.25,440.0,1,1,1,2,1,2
21010,143,19,1414,6,3,10,1,2,40.3333320617676,69.1428604125977,20.25,20.0833339691162,161.33332824707,2,1,1,2,1,2
13424,20,13,1822,5,2,12,1,2,33.8333320617676,50.75,28.1428565979004,41.7999992370605,0.0,2,2,2,2,1,2
53954,67,16,2210,5,2,10,1,2,42.875,38.111110687255895,27.7142848968506,12.4166669845581,34.2999992370605,0,0,0,2,2,1
50699,23,10,439,8,2,9,1,2,34.538459777831996,63.4000015258789,20.0,17.4166660308838,89.8000030517578,1,2,1,2,2,2
50204,2,10,1605,11,3,13,1,2,27.375,54.75,31.0,31.5714282989502,0.0,1,1,1,2,2,2
47260,134,11,3352,8,3,9,1,2,29.8333339691162,51.1428565979004,24.2857151031494,26.8571434020996,0.0,1,2,1,2,1,1
10308,92,24,1118,8,3,15,1,2,49.0,85.75,43.25,42.5,16.3333339691162,1,2,1,2,1,2
27988,31,22,3086,6,2,9,1,1,50.4166679382324,63.4000015258789,31.6666660308838,45.7142868041992,0.0,2,1,1,2,1,2
37110,8,7,1196,8,3,12,1,2,52.0,47.2727279663086,46.5,60.25,520.0,1,1,2,2,1,2
28638,140,22,1898,6,2,9,1,2,42.8571434020996,64.2857131958008,57.375,55.125,900.0,2,2,1,2,2,2
22640,124,19,497,7,2,7,1,0,71.1666641235352,61.0,117.5,64.0,0.0,2,2,2,2,2,2
3968,40,0,100,6,3,6,1,2,32.363636016845696,39.5555572509766,22.125,35.7999992370605,0.0,2,2,1,2,2,2
10404,92,24,2051,8,3,13,1,1,43.125,43.125,90.0,82.5,345.0,2,1,1,2,1,2
36112,46,7,871,8,2,12,1,2,38.4166679382324,57.625,23.444444656372102,27.7777786254883,38.4166679382324,1,1,1,2,1,2
28389,140,22,2232,3,2,14,1,2,49.1666679382324,73.75,23.9166660308838,23.307691574096697,59.0,2,0,0,2,1,2
46184,30,15,1326,4,2,10,1,2,39.111110687255895,100.571426391602,66.1999969482422,74.5999984741211,20.1142864227295,2,1,1,3,1,1
14726,93,17,3567,7,2,10,1,1,41.040000915527294,85.5,47.45454406738279,56.0,0.0,1,2,1,2,1,2
12719,154,13,2215,3,2,7,1,2,45.2777786254883,116.428573608398,97.0,106.75,0.0,2,1,1,2,1,2
44571,70,15,3198,7,3,6,1,2,45.5999984741211,85.5,47.45454406738279,49.25,342.0,2,1,1,3,1,2
42918,89,5,1062,12,2,11,1,2,45.5999984741211,57.0,59.0,55.0,45.5999984741211,2,1,1,2,1,2
60713,11,3,591,5,2,8,1,2,36.4736824035645,115.5,339.0,354.0,138.600006103516,1,1,1,2,1,2
29425,139,22,3394,5,2,6,1,2,26.806451797485398,83.0999984741211,70.1666641235352,68.3333358764648,41.5499992370605,1,1,1,3,2,1
44536,70,15,1991,4,2,6,1,2,21.53125,86.125,97.5,74.75,22.966667175293,2,1,1,3,2,2
49956,2,10,1943,8,3,12,1,2,37.4545440673828,58.8571434020996,31.8571434020996,23.625,0.0,2,2,2,2,2,1
19819,115,14,1571,6,2,7,1,2,26.8571434020996,94.0,47.25,46.75,12.5333337783813,2,1,1,3,1,2
54940,101,6,3077,6,2,7,1,2,43.3499984741211,123.857139587402,81.1999969482422,92.1999969482422,144.5,2,1,1,3,2,2
228,56,2,17,11,3,11,1,2,51.5,68.6666641235352,68.6666641235352,68.6666641235352,412.0,1,1,1,2,1,2
13053,111,13,1740,4,3,8,1,1,24.5,56.0,35.2000007629395,43.2000007629395,13.0666666030884,2,1,1,3,2,1
5975,132,8,2919,5,3,10,1,2,29.25,39.0,19.6666660308838,49.25,234.0,1,1,1,2,2,2
10298,92,24,485,5,3,8,1,2,36.714286804199205,42.8333320617676,63.5,65.0,0.0,2,2,2,2,1,2
26584,85,12,800,8,2,11,1,2,26.1071434020996,81.2222213745117,98.75,84.0,365.5,2,2,1,2,1,2
26975,81,12,3701,7,3,12,1,2,38.722221374511705,82.0,119.333335876465,169.5,23.2333335876465,2,0,0,3,1,1
17334,113,9,1048,7,0,10,1,2,27.6666660308838,55.3333320617676,31.7999992370605,34.5999984741211,66.40000152587889,2,2,1,3,1,2
46553,90,15,188,12,3,9,1,2,45.125,72.1999969482422,47.75,42.5,0.0,2,2,2,2,2,2
15319,130,17,1264,6,3,9,1,2,47.25,63.0,28.3333339691162,34.6666679382324,0.0,2,2,2,2,1,2
21058,143,19,2819,5,3,14,1,1,35.0,55.0,21.5,26.625,17.5,2,2,1,2,2,2
58008,13,21,613,10,2,15,1,2,40.6666679382324,52.2857131958008,48.75,42.75,18.2999992370605,1,1,1,2,2,2
50863,23,10,1027,5,3,12,1,2,14.5357141494751,50.875,25.875,25.0,135.66667175293,1,1,1,3,2,2
28420,140,22,3307,5,2,12,1,2,37.1666679382324,63.7142868041992,35.42856979370121,39.5999984741211,63.7142868041992,1,2,1,2,1,2
26665,80,12,2288,7,3,9,1,2,44.0,44.0,18.1000003814697,31.75,61.5999984741211,2,1,1,2,2,2
53136,158,16,675,7,3,14,1,2,67.0,47.8571434020996,47.45454406738279,49.25,9.05405426025391,2,1,1,2,2,2
55163,102,6,3474,3,3,9,1,2,45.9411773681641,97.625,60.0,49.25,0.0,2,2,2,2,1,2
19235,77,14,2398,10,3,7,1,2,54.4444427490234,81.6666641235352,50.4000015258789,47.5999984741211,490.0,1,1,1,2,1,2
19352,147,14,1800,4,2,14,1,2,53.0,59.625,62.75,56.5,1.5900000333786002,2,2,2,2,1,2
30327,91,22,699,5,3,12,1,2,53.4444427490234,68.7142868041992,113.5,127.0,240.5,2,2,1,2,1,2
7453,68,24,2054,5,3,6,1,2,45.3636360168457,71.2857131958008,31.125,31.25,0.0,2,2,2,2,1,1
32198,137,23,1225,22,3,12,1,2,35.625,71.25,24.6666660308838,34.25,0.0,2,1,2,2,2,2
60218,84,3,2944,9,2,10,1,1,24.0909099578857,37.8571434020996,33.25,33.0,132.5,2,2,2,2,2,2
48317,12,11,171,4,2,7,1,2,44.7777786254883,134.33332824707,20.555555343627898,24.2222213745117,403.0,2,2,2,2,2,1
43868,153,15,2611,12,2,9,1,2,39.0,53.625,47.0,38.7999992370605,0.0,2,2,1,2,2,2
18740,105,14,2072,6,2,9,1,2,41.0,82.0,40.8333320617676,41.1666679382324,0.0,2,2,2,2,1,2
5513,112,8,1201,6,2,9,1,2,35.0,56.0,33.5,36.5,280.0,2,2,2,2,1,2
47238,134,11,3352,9,2,16,1,2,45.1428565979004,79.0,58.5,46.8333320617676,52.6666679382324,1,1,1,2,1,2
13199,111,13,3301,11,2,14,1,2,55.0,70.7142868041992,40.8333320617676,41.6666679382324,99.0,2,2,1,2,1,4
4173,40,0,1205,7,3,9,1,2,37.0625,45.615383148193395,47.6666679382324,51.1666679382324,6.66292142868042,2,1,1,2,1,2
15209,130,17,3635,7,3,9,1,2,43.9090919494629,111.46154022216801,124.166664123535,117.333335876465,96.5999984741211,1,1,1,3,1,2
14470,53,17,1925,10,3,9,1,1,33.888889312744105,30.5,39.75,36.5,6.6304349899292,2,1,1,3,1,2
18096,129,9,2882,5,3,12,1,2,22.1666660308838,44.3333320617676,37.5,29.0,66.5,2,2,2,2,2,2
46146,30,15,2536,9,3,10,1,2,44.7999992370605,63.4000015258789,47.45454406738279,49.25,373.333343505859,2,2,1,3,1,2
14168,43,17,1189,4,3,12,1,2,49.3250007629395,164.41667175293,200.399993896484,194.199996948242,21.9222221374512,2,2,1,3,1,2
13343,20,13,3019,5,3,13,0,2,35.0666656494141,75.1428604125977,40.8571434020996,40.0,75.1428604125977,2,0,0,2,1,2
14805,93,17,2535,5,3,9,1,2,32.0,69.3333358764648,41.2000007629395,42.0,0.0,2,1,2,2,1,2
48364,12,11,3142,17,3,13,1,2,33.111110687255895,99.3333358764648,93.4000015258789,106.75,89.4000015258789,1,1,1,3,1,1
51458,138,10,1603,1,2,10,1,2,29.7000007629395,49.5,39.5,46.3333320617676,0.0,2,2,2,2,1,1
50149,2,10,384,8,3,12,1,2,48.5833320617676,72.875,21.4615383148193,33.7777786254883,194.33332824707,2,1,1,2,2,2
46635,90,15,587,12,2,11,1,2,65.8000030517578,63.4000015258789,43.25,39.0,16.4500007629395,2,1,1,2,2,2
60919,16,3,262,5,3,8,1,2,43.318180084228494,158.83332824707,81.1666641235352,116.5,0.0,2,1,1,3,1,2
60996,16,3,1013,7,2,8,1,2,36.2727279663086,79.8000030517578,47.45454406738279,47.0,0.0,2,2,2,2,1,2
59432,123,3,140,6,2,15,1,2,39.0,58.5,72.6666641235352,83.3333358764648,3.86776852607727,2,2,2,2,2,2
41612,7,5,3095,7,2,11,0,2,33.5999984741211,72.0,30.125,65.75,0.0,2,2,1,2,1,2
44507,70,15,744,7,2,9,1,2,51.2142868041992,89.625,128.33332824707,110.666664123535,0.0,2,2,1,2,1,2
59659,123,3,809,15,2,12,1,2,39.5999984741211,49.5,71.3333358764648,91.0,56.5714302062988,2,2,1,2,1,2
46856,149,11,2005,7,2,9,1,2,48.0999984741211,68.7142868041992,47.45454406738279,49.25,34.3571434020996,2,2,1,2,2,2
7086,68,24,1506,5,1,14,1,2,15.384614944458,40.0,47.45454406738279,49.25,4.0,2,1,1,3,1,1
13602,20,13,2558,6,2,7,1,2,25.7777786254883,38.6666679382324,27.0,31.0,232.0,2,1,1,2,1,2
20880,143,19,2842,7,3,14,1,2,61.3333320617676,52.5714302062988,25.375,20.625,184.0,2,2,2,2,1,2
35085,45,7,1130,7,0,12,1,2,38.2727279663086,70.1666641235352,110.5,100.0,0.0,2,2,2,2,1,2
28816,76,22,1268,6,2,11,1,2,49.7999992370605,62.25,18.5833339691162,18.3333339691162,33.2000007629395,2,1,1,2,2,2
7788,58,24,3012,6,3,11,1,2,76.0,88.6666641235352,91.6666641235352,85.6666641235352,53.2000007629395,1,2,1,2,1,2
51146,86,10,1960,4,3,8,1,2,18.1538467407227,78.6666641235352,38.3333320617676,40.3333320617676,0.0,1,2,1,2,1,2
58807,21,3,3247,10,2,15,1,2,34.6333351135254,94.4545440673828,117.5,142.25,1039.0,2,2,1,2,1,2
59081,21,3,2152,10,3,11,1,2,74.5789489746094,202.428573608398,60.75,57.3333320617676,141.699996948242,1,1,1,2,1,2
10002,47,24,1454,8,3,10,1,2,34.6666679382324,34.6666679382324,13.875,16.1666660308838,0.0,2,2,1,2,1,2
16358,28,1,3633,2,1,9,1,1,63.2439041137695,199.461532592773,67.09999847412111,73.5882339477539,12.9650001525879,1,1,1,3,2,2
50641,23,10,2412,9,2,15,1,2,40.2727279663086,63.2857131958008,18.5,18.4166660308838,0.0,2,1,1,2,2,2
21963,142,19,2020,8,3,8,1,1,22.6666660308838,38.8571434020996,30.75,37.25,5.44000005722046,1,2,1,3,2,2
21227,143,19,2585,5,3,10,1,2,55.375,110.75,47.2000007629395,41.4000015258789,10.8048782348633,2,2,1,2,1,2
46763,149,11,1285,5,2,7,1,2,46.5882339477539,113.142860412598,129.0,202.5,264.0,2,2,0,2,2,2
38067,42,7,1443,7,2,11,1,2,22.6666660308838,95.1999969482422,73.3333358764648,85.3333358764648,39.6666679382324,2,2,1,3,2,2
49541,14,11,932,19,2,15,1,2,45.0,108.0,128.0,142.0,0.0,1,2,1,2,1,0
61108,16,3,1717,10,2,10,1,2,47.75,109.142860412598,93.75,38.9000015258789,0.0,2,2,2,2,1,2
21391,83,19,1174,8,3,12,1,2,37.1428565979004,37.1428565979004,27.2000007629395,31.0,86.6666641235352,2,2,1,2,2,2
52173,3,10,489,6,2,8,1,2,28.095237731933604,45.384616851806605,24.3333339691162,24.8333339691162,49.1666679382324,2,1,1,2,2,2
33530,37,18,2997,8,3,8,1,2,42.0,56.0,22.0,26.0,336.0,2,1,2,2,1,2
37489,36,7,459,4,1,13,1,1,47.875,54.7142868041992,39.7999992370605,36.7999992370605,76.5999984741211,2,0,0,2,2,2
3122,96,0,2415,6,0,16,1,1,37.5454559326172,68.8333358764648,41.6666679382324,27.1666660308838,34.4166679382324,1,1,1,2,2,2
11849,97,13,1097,4,3,12,1,2,46.875,62.5,93.0,94.5,13.3928575515747,2,2,2,2,1,2
52669,119,16,1867,4,2,7,1,2,37.1666679382324,74.3333358764648,32.4285697937012,31.2857151031494,111.5,2,2,1,2,2,2
7048,136,8,937,7,3,6,1,1,40.0,51.4285697937012,31.5,28.5,3.5999999046325697,1,1,1,2,2,2
31306,157,23,1152,7,3,9,1,2,41.5833320617676,83.1666641235352,81.3333358764648,85.0,499.0,2,2,2,2,2,2
35944,46,7,65,10,2,12,0,2,18.0,61.2000007629395,46.3333320617676,83.5,0.0,2,2,2,2,1,1
33970,145,18,964,8,3,16,1,2,40.57143020629879,94.6666641235352,28.399999618530302,28.399999618530302,0.0,2,1,1,2,2,2
57088,87,21,1328,7,2,10,1,2,45.9473686218262,124.714286804199,145.66667175293,145.33332824707,12.295774459838901,1,1,1,2,2,2
9583,24,24,1428,11,3,14,1,1,23.25,31.0,12.0,11.25,0.0,2,2,1,2,1,2
106,56,2,894,10,0,12,1,2,47.5714302062988,55.5,92.0,74.5,0.0,1,1,1,2,1,2
38912,54,20,1222,6,3,8,1,2,44.25,59.0,96.5,80.5,14.1599998474121,2,2,2,2,1,2
